Site,Date,Month,Species,Functional_Group,sci_name,fish,cots,cots_density_ha,fish_density_ha,Survey_ID
shark island,2025-03-21,2025-03-01,Butterflyfish,Herbivore,Chaetodon spp.,54,2,10,270,shark island-21-Mar-25
shark island,2025-03-21,2025-03-01,Cleaner_Wrasse,Invertivore,Labroides dimidiatus,31,2,10,155,shark island-21-Mar-25
shark island,2025-03-21,2025-03-01,Emperorfish,Mesopredator,Lethrinus spp.,6,2,10,30,shark island-21-Mar-25
shark island,2025-03-21,2025-03-01,Parrotfish,Herbivore,Scarus spp.,30,2,10,150,shark island-21-Mar-25
shark island,2025-03-21,2025-03-01,Rabbitfish,Herbivore,Siganus spp.,85,2,10,425,shark island-21-Mar-25
shark island,2025-03-21,2025-03-01,Red_Breast,Invertivore,Cheilinus fasciatus,3,2,10,15,shark island-21-Mar-25
shark island,2025-03-21,2025-03-01,Slingjaw,Invertivore,Epibulus insidiator,3,2,10,15,shark island-21-Mar-25
shark island,2025-03-21,2025-03-01,Squirrel.Soldier,Invertivore,Holocentridae spp.,8,2,10,40,shark island-21-Mar-25
shark island,2025-03-21,2025-03-01,Sweetlips,Invertivore,Diagramma/Plectorhinchus spp.,1,2,10,5,shark island-21-Mar-25
shark island,2025-03-21,2025-03-01,Thicklip,Invertivore,Hemigymnus melapterus,15,2,10,75,shark island-21-Mar-25
shark island,2025-03-21,2025-03-01,Trevally,HTLP,Caranx spp.,32,2,10,160,shark island-21-Mar-25
shark island,2025-03-21,2025-03-01,Triggerfish,Invertivore,Balistidae spp.,2,2,10,10,shark island-21-Mar-25
shark island,2025-03-21,2025-03-01,lrg_Grouper,HTLP,Epinephelus spp.,10,2,10,50,shark island-21-Mar-25
shark island,2025-03-21,2025-03-01,lrg_Snapper,HTLP,Lutjanus spp.,0,2,10,0,shark island-21-Mar-25
shark island,2025-03-21,2025-03-01,sml_Grouper,Mesopredator,Cephalopholis/Epinephelus spp.,43,2,10,215,shark island-21-Mar-25
shark island,2025-03-25,2025-03-01,Angelfish,Invertivore,Pomacanthus spp.,9,2,10,45,shark island-25-Mar-25
shark island,2025-03-25,2025-03-01,Butterflyfish,Herbivore,Chaetodon spp.,88,2,10,440,shark island-25-Mar-25
shark island,2025-03-25,2025-03-01,Cleaner_Wrasse,Invertivore,Labroides dimidiatus,13,2,10,65,shark island-25-Mar-25
shark island,2025-03-25,2025-03-01,Emperorfish,Mesopredator,Lethrinus spp.,1,2,10,5,shark island-25-Mar-25
shark island,2025-03-25,2025-03-01,Parrotfish,Herbivore,Scarus spp.,13,2,10,65,shark island-25-Mar-25
shark island,2025-03-25,2025-03-01,Rabbitfish,Herbivore,Siganus spp.,33,2,10,165,shark island-25-Mar-25
shark island,2025-03-25,2025-03-01,Red_Breast,Invertivore,Cheilinus fasciatus,1,2,10,5,shark island-25-Mar-25
shark island,2025-03-25,2025-03-01,Slingjaw,Invertivore,Epibulus insidiator,1,2,10,5,shark island-25-Mar-25
shark island,2025-03-25,2025-03-01,Squirrel.Soldier,Invertivore,Holocentridae spp.,148,2,10,740,shark island-25-Mar-25
shark island,2025-03-25,2025-03-01,Sweetlips,Invertivore,Diagramma/Plectorhinchus spp.,1,2,10,5,shark island-25-Mar-25
shark island,2025-03-25,2025-03-01,Thicklip,Invertivore,Hemigymnus melapterus,3,2,10,15,shark island-25-Mar-25
shark island,2025-03-25,2025-03-01,Trevally,HTLP,Caranx spp.,10,2,10,50,shark island-25-Mar-25
shark island,2025-03-25,2025-03-01,Triggerfish,Invertivore,Balistidae spp.,2,2,10,10,shark island-25-Mar-25
shark island,2025-03-25,2025-03-01,lrg_Grouper,HTLP,Epinephelus spp.,22,2,10,110,shark island-25-Mar-25
shark island,2025-03-25,2025-03-01,lrg_Snapper,HTLP,Lutjanus spp.,4,2,10,20,shark island-25-Mar-25
shark island,2025-03-25,2025-03-01,sml_Grouper,Mesopredator,Cephalopholis/Epinephelus spp.,70,2,10,350,shark island-25-Mar-25
shark island,2025-04-02,2025-04-01,Angelfish,Invertivore,Pomacanthus spp.,13,2,10,65,shark island-02-Apr-25
shark island,2025-04-02,2025-04-01,Butterflyfish,Herbivore,Chaetodon spp.,80,2,10,400,shark island-02-Apr-25
shark island,2025-04-02,2025-04-01,Cleaner_Wrasse,Invertivore,Labroides dimidiatus,23,2,10,115,shark island-02-Apr-25
shark island,2025-04-02,2025-04-01,Emperorfish,Mesopredator,Lethrinus spp.,16,2,10,80,shark island-02-Apr-25
shark island,2025-04-02,2025-04-01,Parrotfish,Herbivore,Scarus spp.,26,2,10,130,shark island-02-Apr-25
shark island,2025-04-02,2025-04-01,Rabbitfish,Herbivore,Siganus spp.,48,2,10,240,shark island-02-Apr-25
shark island,2025-04-02,2025-04-01,Red_Breast,Invertivore,Cheilinus fasciatus,6,2,10,30,shark island-02-Apr-25
shark island,2025-04-02,2025-04-01,Slingjaw,Invertivore,Epibulus insidiator,5,2,10,25,shark island-02-Apr-25
shark island,2025-04-02,2025-04-01,Squirrel.Soldier,Invertivore,Holocentridae spp.,16,2,10,80,shark island-02-Apr-25
shark island,2025-04-02,2025-04-01,Sweetlips,Invertivore,Diagramma/Plectorhinchus spp.,4,2,10,20,shark island-02-Apr-25
shark island,2025-04-02,2025-04-01,Thicklip,Invertivore,Hemigymnus melapterus,10,2,10,50,shark island-02-Apr-25
shark island,2025-04-02,2025-04-01,Trevally,HTLP,Caranx spp.,64,2,10,320,shark island-02-Apr-25
shark island,2025-04-02,2025-04-01,Triggerfish,Invertivore,Balistidae spp.,0,2,10,0,shark island-02-Apr-25
shark island,2025-04-02,2025-04-01,lrg_Grouper,HTLP,Epinephelus spp.,16,2,10,80,shark island-02-Apr-25
shark island,2025-04-02,2025-04-01,lrg_Snapper,HTLP,Lutjanus spp.,2,2,10,10,shark island-02-Apr-25
shark island,2025-04-02,2025-04-01,sml_Grouper,Mesopredator,Cephalopholis/Epinephelus spp.,51,2,10,255,shark island-02-Apr-25
shark island,2025-04-07,2025-04-01,Angelfish,Invertivore,Pomacanthus spp.,3,2,10,15,shark island-07-Apr-25
shark island,2025-04-07,2025-04-01,Butterflyfish,Herbivore,Chaetodon spp.,52,2,10,260,shark island-07-Apr-25
shark island,2025-04-07,2025-04-01,Cleaner_Wrasse,Invertivore,Labroides dimidiatus,8,2,10,40,shark island-07-Apr-25
shark island,2025-04-07,2025-04-01,Emperorfish,Mesopredator,Lethrinus spp.,11,2,10,55,shark island-07-Apr-25
shark island,2025-04-07,2025-04-01,Parrotfish,Herbivore,Scarus spp.,15,2,10,75,shark island-07-Apr-25
shark island,2025-04-07,2025-04-01,Rabbitfish,Herbivore,Siganus spp.,60,2,10,300,shark island-07-Apr-25
shark island,2025-04-07,2025-04-01,Red_Breast,Invertivore,Cheilinus fasciatus,2,2,10,10,shark island-07-Apr-25
shark island,2025-04-07,2025-04-01,Slingjaw,Invertivore,Epibulus insidiator,1,2,10,5,shark island-07-Apr-25
shark island,2025-04-07,2025-04-01,Squirrel.Soldier,Invertivore,Holocentridae spp.,56,2,10,280,shark island-07-Apr-25
shark island,2025-04-07,2025-04-01,Sweetlips,Invertivore,Diagramma/Plectorhinchus spp.,1,2,10,5,shark island-07-Apr-25
shark island,2025-04-07,2025-04-01,Thicklip,Invertivore,Hemigymnus melapterus,4,2,10,20,shark island-07-Apr-25
shark island,2025-04-07,2025-04-01,Trevally,HTLP,Caranx spp.,40,2,10,200,shark island-07-Apr-25
shark island,2025-04-07,2025-04-01,Triggerfish,Invertivore,Balistidae spp.,1,2,10,5,shark island-07-Apr-25
shark island,2025-04-07,2025-04-01,lrg_Grouper,HTLP,Epinephelus spp.,6,2,10,30,shark island-07-Apr-25
shark island,2025-04-07,2025-04-01,lrg_Snapper,HTLP,Lutjanus spp.,1,2,10,5,shark island-07-Apr-25
shark island,2025-04-07,2025-04-01,sml_Grouper,Mesopredator,Cephalopholis/Epinephelus spp.,25,2,10,125,shark island-07-Apr-25
shark island,2025-04-29,2025-04-01,Angelfish,Invertivore,Pomacanthus spp.,7,2,10,35,shark island-29-Apr-25
shark island,2025-04-29,2025-04-01,Butterflyfish,Herbivore,Chaetodon spp.,48,2,10,240,shark island-29-Apr-25
shark island,2025-04-29,2025-04-01,Cleaner_Wrasse,Invertivore,Labroides dimidiatus,24,2,10,120,shark island-29-Apr-25
shark island,2025-04-29,2025-04-01,Emperorfish,Mesopredator,Lethrinus spp.,32,2,10,160,shark island-29-Apr-25
shark island,2025-04-29,2025-04-01,Parrotfish,Herbivore,Scarus spp.,33,2,10,165,shark island-29-Apr-25
shark island,2025-04-29,2025-04-01,Rabbitfish,Herbivore,Siganus spp.,33,2,10,165,shark island-29-Apr-25
shark island,2025-04-29,2025-04-01,Red_Breast,Invertivore,Cheilinus fasciatus,5,2,10,25,shark island-29-Apr-25
shark island,2025-04-29,2025-04-01,Slingjaw,Invertivore,Epibulus insidiator,3,2,10,15,shark island-29-Apr-25
shark island,2025-04-29,2025-04-01,Squirrel.Soldier,Invertivore,Holocentridae spp.,1,2,10,5,shark island-29-Apr-25
shark island,2025-04-29,2025-04-01,Sweetlips,Invertivore,Diagramma/Plectorhinchus spp.,2,2,10,10,shark island-29-Apr-25
shark island,2025-04-29,2025-04-01,Thicklip,Invertivore,Hemigymnus melapterus,5,2,10,25,shark island-29-Apr-25
shark island,2025-04-29,2025-04-01,Trevally,HTLP,Caranx spp.,189,2,10,945,shark island-29-Apr-25
shark island,2025-04-29,2025-04-01,Triggerfish,Invertivore,Balistidae spp.,1,2,10,5,shark island-29-Apr-25
shark island,2025-04-29,2025-04-01,lrg_Grouper,HTLP,Epinephelus spp.,17,2,10,85,shark island-29-Apr-25
shark island,2025-04-29,2025-04-01,lrg_Snapper,HTLP,Lutjanus spp.,1,2,10,5,shark island-29-Apr-25
shark island,2025-04-29,2025-04-01,sml_Grouper,Mesopredator,Cephalopholis/Epinephelus spp.,27,2,10,135,shark island-29-Apr-25
shark island,2025-05-06,2025-05-01,Angelfish,Invertivore,Pomacanthus spp.,7,3,15,35,shark island-06-May-25
shark island,2025-05-06,2025-05-01,Butterflyfish,Herbivore,Chaetodon spp.,79,3,15,395,shark island-06-May-25
shark island,2025-05-06,2025-05-01,Cleaner_Wrasse,Invertivore,Labroides dimidiatus,21,3,15,105,shark island-06-May-25
shark island,2025-05-06,2025-05-01,Emperorfish,Mesopredator,Lethrinus spp.,19,3,15,95,shark island-06-May-25
shark island,2025-05-06,2025-05-01,Parrotfish,Herbivore,Scarus spp.,32,3,15,160,shark island-06-May-25
shark island,2025-05-06,2025-05-01,Rabbitfish,Herbivore,Siganus spp.,70,3,15,350,shark island-06-May-25
shark island,2025-05-06,2025-05-01,Red_Breast,Invertivore,Cheilinus fasciatus,7,3,15,35,shark island-06-May-25
shark island,2025-05-06,2025-05-01,Slingjaw,Invertivore,Epibulus insidiator,1,3,15,5,shark island-06-May-25
shark island,2025-05-06,2025-05-01,Squirrel.Soldier,Invertivore,Holocentridae spp.,6,3,15,30,shark island-06-May-25
shark island,2025-05-06,2025-05-01,Sweetlips,Invertivore,Diagramma/Plectorhinchus spp.,1,3,15,5,shark island-06-May-25
shark island,2025-05-06,2025-05-01,Thicklip,Invertivore,Hemigymnus melapterus,11,3,15,55,shark island-06-May-25
shark island,2025-05-06,2025-05-01,Trevally,HTLP,Caranx spp.,83,3,15,415,shark island-06-May-25
shark island,2025-05-06,2025-05-01,Triggerfish,Invertivore,Balistidae spp.,2,3,15,10,shark island-06-May-25
shark island,2025-05-06,2025-05-01,lrg_Grouper,HTLP,Epinephelus spp.,9,3,15,45,shark island-06-May-25
shark island,2025-05-06,2025-05-01,lrg_Snapper,HTLP,Lutjanus spp.,2,3,15,10,shark island-06-May-25
shark island,2025-05-06,2025-05-01,sml_Grouper,Mesopredator,Cephalopholis/Epinephelus spp.,60,3,15,300,shark island-06-May-25
twins wall,2025-01-04,2025-01-01,Angelfish,Invertivore,Pomacanthus spp.,5,6,30,25,twins wall-04-Jan-25
twins wall,2025-01-04,2025-01-01,Butterflyfish,Herbivore,Chaetodon spp.,65,6,30,325,twins wall-04-Jan-25
twins wall,2025-01-04,2025-01-01,Cleaner_Wrasse,Invertivore,Labroides dimidiatus,15,6,30,75,twins wall-04-Jan-25
twins wall,2025-01-04,2025-01-01,Emperorfish,Mesopredator,Lethrinus spp.,8,6,30,40,twins wall-04-Jan-25
twins wall,2025-01-04,2025-01-01,Parrotfish,Herbivore,Scarus spp.,96,6,30,480,twins wall-04-Jan-25
twins wall,2025-01-04,2025-01-01,Rabbitfish,Herbivore,Siganus spp.,59,6,30,295,twins wall-04-Jan-25
twins wall,2025-01-04,2025-01-01,Red_Breast,Invertivore,Cheilinus fasciatus,15,6,30,75,twins wall-04-Jan-25
twins wall,2025-01-04,2025-01-01,Slingjaw,Invertivore,Epibulus insidiator,9,6,30,45,twins wall-04-Jan-25
twins wall,2025-01-04,2025-01-01,Squirrel.Soldier,Invertivore,Holocentridae spp.,60,6,30,300,twins wall-04-Jan-25
twins wall,2025-01-04,2025-01-01,Sweetlips,Invertivore,Diagramma/Plectorhinchus spp.,0,6,30,0,twins wall-04-Jan-25
twins wall,2025-01-04,2025-01-01,Thicklip,Invertivore,Hemigymnus melapterus,14,6,30,70,twins wall-04-Jan-25
twins wall,2025-01-04,2025-01-01,Trevally,HTLP,Caranx spp.,3,6,30,15,twins wall-04-Jan-25
twins wall,2025-01-04,2025-01-01,Triggerfish,Invertivore,Balistidae spp.,5,6,30,25,twins wall-04-Jan-25
twins wall,2025-01-04,2025-01-01,lrg_Grouper,HTLP,Epinephelus spp.,11,6,30,55,twins wall-04-Jan-25
twins wall,2025-01-04,2025-01-01,lrg_Snapper,HTLP,Lutjanus spp.,0,6,30,0,twins wall-04-Jan-25
twins wall,2025-01-04,2025-01-01,sml_Grouper,Mesopredator,Cephalopholis/Epinephelus spp.,50,6,30,250,twins wall-04-Jan-25
twins wall,2025-02-12,2025-02-01,Angelfish,Invertivore,Pomacanthus spp.,5,5,25,25,twins wall-12-Feb-25
twins wall,2025-02-12,2025-02-01,Butterflyfish,Herbivore,Chaetodon spp.,33,5,25,165,twins wall-12-Feb-25
twins wall,2025-02-12,2025-02-01,Cleaner_Wrasse,Invertivore,Labroides dimidiatus,13,5,25,65,twins wall-12-Feb-25
twins wall,2025-02-12,2025-02-01,Emperorfish,Mesopredator,Lethrinus spp.,1,5,25,5,twins wall-12-Feb-25
twins wall,2025-02-12,2025-02-01,Parrotfish,Herbivore,Scarus spp.,95,5,25,475,twins wall-12-Feb-25
twins wall,2025-02-12,2025-02-01,Rabbitfish,Herbivore,Siganus spp.,52,5,25,260,twins wall-12-Feb-25
twins wall,2025-02-12,2025-02-01,Red_Breast,Invertivore,Cheilinus fasciatus,15,5,25,75,twins wall-12-Feb-25
twins wall,2025-02-12,2025-02-01,Slingjaw,Invertivore,Epibulus insidiator,5,5,25,25,twins wall-12-Feb-25
twins wall,2025-02-12,2025-02-01,Squirrel.Soldier,Invertivore,Holocentridae spp.,13,5,25,65,twins wall-12-Feb-25
twins wall,2025-02-12,2025-02-01,Sweetlips,Invertivore,Diagramma/Plectorhinchus spp.,1,5,25,5,twins wall-12-Feb-25
twins wall,2025-02-12,2025-02-01,Thicklip,Invertivore,Hemigymnus melapterus,15,5,25,75,twins wall-12-Feb-25
twins wall,2025-02-12,2025-02-01,Trevally,HTLP,Caranx spp.,3,5,25,15,twins wall-12-Feb-25
twins wall,2025-02-12,2025-02-01,Triggerfish,Invertivore,Balistidae spp.,2,5,25,10,twins wall-12-Feb-25
twins wall,2025-02-12,2025-02-01,lrg_Grouper,HTLP,Epinephelus spp.,4,5,25,20,twins wall-12-Feb-25
twins wall,2025-02-12,2025-02-01,lrg_Snapper,HTLP,Lutjanus spp.,3,5,25,15,twins wall-12-Feb-25
twins wall,2025-02-12,2025-02-01,sml_Grouper,Mesopredator,Cephalopholis/Epinephelus spp.,21,5,25,105,twins wall-12-Feb-25
twins wall,2025-03-04,2025-03-01,Angelfish,Invertivore,Pomacanthus spp.,1,4,20,5,twins wall-04-Mar-25
twins wall,2025-03-04,2025-03-01,Butterflyfish,Herbivore,Chaetodon spp.,46,4,20,230,twins wall-04-Mar-25
twins wall,2025-03-04,2025-03-01,Cleaner_Wrasse,Invertivore,Labroides dimidiatus,21,4,20,105,twins wall-04-Mar-25
twins wall,2025-03-04,2025-03-01,Emperorfish,Mesopredator,Lethrinus spp.,3,4,20,15,twins wall-04-Mar-25
twins wall,2025-03-04,2025-03-01,Parrotfish,Herbivore,Scarus spp.,70,4,20,350,twins wall-04-Mar-25
twins wall,2025-03-04,2025-03-01,Rabbitfish,Herbivore,Siganus spp.,68,4,20,340,twins wall-04-Mar-25
twins wall,2025-03-04,2025-03-01,Red_Breast,Invertivore,Cheilinus fasciatus,8,4,20,40,twins wall-04-Mar-25
twins wall,2025-03-04,2025-03-01,Slingjaw,Invertivore,Epibulus insidiator,5,4,20,25,twins wall-04-Mar-25
twins wall,2025-03-04,2025-03-01,Squirrel.Soldier,Invertivore,Holocentridae spp.,29,4,20,145,twins wall-04-Mar-25
twins wall,2025-03-04,2025-03-01,Sweetlips,Invertivore,Diagramma/Plectorhinchus spp.,0,4,20,0,twins wall-04-Mar-25
twins wall,2025-03-04,2025-03-01,Thicklip,Invertivore,Hemigymnus melapterus,7,4,20,35,twins wall-04-Mar-25
twins wall,2025-03-04,2025-03-01,Trevally,HTLP,Caranx spp.,1,4,20,5,twins wall-04-Mar-25
twins wall,2025-03-04,2025-03-01,Triggerfish,Invertivore,Balistidae spp.,1,4,20,5,twins wall-04-Mar-25
twins wall,2025-03-04,2025-03-01,lrg_Grouper,HTLP,Epinephelus spp.,5,4,20,25,twins wall-04-Mar-25
twins wall,2025-03-04,2025-03-01,lrg_Snapper,HTLP,Lutjanus spp.,0,4,20,0,twins wall-04-Mar-25
twins wall,2025-03-04,2025-03-01,sml_Grouper,Mesopredator,Cephalopholis/Epinephelus spp.,57,4,20,285,twins wall-04-Mar-25
twins wall,2025-03-24,2025-03-01,Angelfish,Invertivore,Pomacanthus spp.,3,4,20,15,twins wall-24-Mar-25
twins wall,2025-03-24,2025-03-01,Butterflyfish,Herbivore,Chaetodon spp.,46,4,20,230,twins wall-24-Mar-25
twins wall,2025-03-24,2025-03-01,Cleaner_Wrasse,Invertivore,Labroides dimidiatus,15,4,20,75,twins wall-24-Mar-25
twins wall,2025-03-24,2025-03-01,Emperorfish,Mesopredator,Lethrinus spp.,4,4,20,20,twins wall-24-Mar-25
twins wall,2025-03-24,2025-03-01,Parrotfish,Herbivore,Scarus spp.,65,4,20,325,twins wall-24-Mar-25
twins wall,2025-03-24,2025-03-01,Rabbitfish,Herbivore,Siganus spp.,36,4,20,180,twins wall-24-Mar-25
twins wall,2025-03-24,2025-03-01,Red_Breast,Invertivore,Cheilinus fasciatus,16,4,20,80,twins wall-24-Mar-25
twins wall,2025-03-24,2025-03-01,Slingjaw,Invertivore,Epibulus insidiator,6,4,20,30,twins wall-24-Mar-25
twins wall,2025-03-24,2025-03-01,Squirrel.Soldier,Invertivore,Holocentridae spp.,6,4,20,30,twins wall-24-Mar-25
twins wall,2025-03-24,2025-03-01,Sweetlips,Invertivore,Diagramma/Plectorhinchus spp.,0,4,20,0,twins wall-24-Mar-25
twins wall,2025-03-24,2025-03-01,Thicklip,Invertivore,Hemigymnus melapterus,10,4,20,50,twins wall-24-Mar-25
twins wall,2025-03-24,2025-03-01,Trevally,HTLP,Caranx spp.,7,4,20,35,twins wall-24-Mar-25
twins wall,2025-03-24,2025-03-01,Triggerfish,Invertivore,Balistidae spp.,4,4,20,20,twins wall-24-Mar-25
twins wall,2025-03-24,2025-03-01,lrg_Grouper,HTLP,Epinephelus spp.,8,4,20,40,twins wall-24-Mar-25
twins wall,2025-03-24,2025-03-01,lrg_Snapper,HTLP,Lutjanus spp.,0,4,20,0,twins wall-24-Mar-25
twins wall,2025-03-24,2025-03-01,sml_Grouper,Mesopredator,Cephalopholis/Epinephelus spp.,41,4,20,205,twins wall-24-Mar-25
twins wall,2025-04-07,2025-04-01,Angelfish,Invertivore,Pomacanthus spp.,0,3,15,0,twins wall-07-Apr-25
twins wall,2025-04-07,2025-04-01,Butterflyfish,Herbivore,Chaetodon spp.,19,3,15,95,twins wall-07-Apr-25
twins wall,2025-04-07,2025-04-01,Cleaner_Wrasse,Invertivore,Labroides dimidiatus,7,3,15,35,twins wall-07-Apr-25
twins wall,2025-04-07,2025-04-01,Emperorfish,Mesopredator,Lethrinus spp.,1,3,15,5,twins wall-07-Apr-25
twins wall,2025-04-07,2025-04-01,Parrotfish,Herbivore,Scarus spp.,35,3,15,175,twins wall-07-Apr-25
twins wall,2025-04-07,2025-04-01,Rabbitfish,Herbivore,Siganus spp.,18,3,15,90,twins wall-07-Apr-25
twins wall,2025-04-07,2025-04-01,Red_Breast,Invertivore,Cheilinus fasciatus,16,3,15,80,twins wall-07-Apr-25
twins wall,2025-04-07,2025-04-01,Slingjaw,Invertivore,Epibulus insidiator,3,3,15,15,twins wall-07-Apr-25
twins wall,2025-04-07,2025-04-01,Squirrel.Soldier,Invertivore,Holocentridae spp.,21,3,15,105,twins wall-07-Apr-25
twins wall,2025-04-07,2025-04-01,Sweetlips,Invertivore,Diagramma/Plectorhinchus spp.,1,3,15,5,twins wall-07-Apr-25
twins wall,2025-04-07,2025-04-01,Thicklip,Invertivore,Hemigymnus melapterus,2,3,15,10,twins wall-07-Apr-25
twins wall,2025-04-07,2025-04-01,Trevally,HTLP,Caranx spp.,5,3,15,25,twins wall-07-Apr-25
twins wall,2025-04-07,2025-04-01,Triggerfish,Invertivore,Balistidae spp.,2,3,15,10,twins wall-07-Apr-25
twins wall,2025-04-07,2025-04-01,lrg_Grouper,HTLP,Epinephelus spp.,4,3,15,20,twins wall-07-Apr-25
twins wall,2025-04-07,2025-04-01,lrg_Snapper,HTLP,Lutjanus spp.,0,3,15,0,twins wall-07-Apr-25
twins wall,2025-04-07,2025-04-01,sml_Grouper,Mesopredator,Cephalopholis/Epinephelus spp.,18,3,15,90,twins wall-07-Apr-25
twins wall,2025-04-22,2025-04-01,Angelfish,Invertivore,Pomacanthus spp.,0,3,15,0,twins wall-22-Apr-25
twins wall,2025-04-22,2025-04-01,Butterflyfish,Herbivore,Chaetodon spp.,27,3,15,135,twins wall-22-Apr-25
twins wall,2025-04-22,2025-04-01,Cleaner_Wrasse,Invertivore,Labroides dimidiatus,7,3,15,35,twins wall-22-Apr-25
twins wall,2025-04-22,2025-04-01,Emperorfish,Mesopredator,Lethrinus spp.,5,3,15,25,twins wall-22-Apr-25
twins wall,2025-04-22,2025-04-01,Parrotfish,Herbivore,Scarus spp.,74,3,15,370,twins wall-22-Apr-25
twins wall,2025-04-22,2025-04-01,Rabbitfish,Herbivore,Siganus spp.,47,3,15,235,twins wall-22-Apr-25
twins wall,2025-04-22,2025-04-01,Red_Breast,Invertivore,Cheilinus fasciatus,13,3,15,65,twins wall-22-Apr-25
twins wall,2025-04-22,2025-04-01,Slingjaw,Invertivore,Epibulus insidiator,4,3,15,20,twins wall-22-Apr-25
twins wall,2025-04-22,2025-04-01,Squirrel.Soldier,Invertivore,Holocentridae spp.,3,3,15,15,twins wall-22-Apr-25
twins wall,2025-04-22,2025-04-01,Sweetlips,Invertivore,Diagramma/Plectorhinchus spp.,3,3,15,15,twins wall-22-Apr-25
twins wall,2025-04-22,2025-04-01,Thicklip,Invertivore,Hemigymnus melapterus,7,3,15,35,twins wall-22-Apr-25
twins wall,2025-04-22,2025-04-01,Trevally,HTLP,Caranx spp.,4,3,15,20,twins wall-22-Apr-25
twins wall,2025-04-22,2025-04-01,Triggerfish,Invertivore,Balistidae spp.,2,3,15,10,twins wall-22-Apr-25
twins wall,2025-04-22,2025-04-01,lrg_Grouper,HTLP,Epinephelus spp.,1,3,15,5,twins wall-22-Apr-25
twins wall,2025-04-22,2025-04-01,lrg_Snapper,HTLP,Lutjanus spp.,0,3,15,0,twins wall-22-Apr-25
twins wall,2025-04-22,2025-04-01,sml_Grouper,Mesopredator,Cephalopholis/Epinephelus spp.,22,3,15,110,twins wall-22-Apr-25
